visit_id,date,country,traffic_source,device_type,browser,page,session_duration_sec,pages_viewed,bounce,conversion
354,2025-10-08,Pakistan,Social Media,Mobile,Firefox,/home,1187,12,0,0
355,2025-08-11,Mexico,Referral,Desktop,Firefox,/,1728,11,1,0
356,2025-02-23,Netherlands,Organic Search,Desktop,Firefox,/contact,1275,10,0,1
357,2025-02-27,Japan,Organic Search,Desktop,Opera,/contact,1337,3,0,0
358,2025-11-19,Turkey,Email,Tablet,Edge,/pricing,1318,5,0,0
359,2025-12-26,Canada,Organic Search,Mobile,Edge,/products,1060,10,0,0
360,2025-06-23,UK,Social Media,Mobile,Safari,/home,1435,5,0,0
361,2025-10-07,UK,Social Media,Desktop,Chrome,/about,1393,9,0,0
362,2025-04-24,Canada,Paid Ads,Mobile,Safari,/,1093,11,1,1
363,2025-10-15,South Africa,Paid Ads,Desktop,Safari,/pricing,211,12,0,0
364,2025-12-08,Netherlands,Organic Search,Desktop,Safari,/products,771,10,0,0
365,2025-05-31,Mexico,Referral,Mobile,Safari,/login,883,11,0,1
366,2025-05-07,South Africa,Paid Ads,Mobile,Edge,/contact,590,4,1,0
367,2025-06-04,Brazil,Paid Ads,Mobile,Chrome,/,379,1,0,0
368,2025-09-30,UK,Social Media,Mobile,Safari,/login,542,10,0,1
369,2025-04-14,USA,Referral,Desktop,Edge,/home,1185,5,1,0
370,2025-10-26,Germany,Email,Mobile,Safari,/about,1135,1,0,1
371,2025-09-03,Netherlands,Organic Search,Mobile,Firefox,/blog,908,6,0,0
372,2025-06-25,USA,Paid Ads,Desktop,Safari,/blog,616,12,1,0
373,2025-02-08,Netherlands,Referral,Mobile,Safari,/products,1479,10,1,0
374,2025-06-19,UAE,Referral,Mobile,Opera,/about,882,10,0,0
375,2025-09-04,Netherlands,Organic Search,Mobile,Firefox,/,1262,7,0,0
376,2025-01-26,Mexico,Referral,Mobile,Chrome,/pricing,1158,1,1,0
377,2025-12-21,Canada,Referral,Mobile,Safari,/,779,10,0,0
378,2025-11-02,Canada,Referral,Desktop,Chrome,/about,843,4,1,0
379,2025-01-13,Japan,Paid Ads,Mobile,Firefox,/login,1008,9,0,0
380,2025-11-12,India,Organic Search,Desktop,Safari,/contact,947,13,0,0
381,2025-11-09,Spain,Referral,Desktop,Opera,/blog,245,1,0,1
382,2025-02-05,UK,Referral,Desktop,Edge,/products,171,9,1,0
383,2025-06-22,China,Paid Ads,Mobile,Opera,/home,563,8,1,0
384,2025-01-20,UK,Organic Search,Mobile,Opera,/,797,5,0,0
385,2025-11-17,Germany,Social Media,Desktop,Edge,/blog,1386,6,1,0
386,2025-09-21,Turkey,Paid Ads,Mobile,Edge,/pricing,1101,7,0,0
387,2025-05-22,Germany,Organic Search,Tablet,Edge,/products,1206,4,0,0
388,2025-05-23,Spain,Referral,Desktop,Safari,/home,1670,14,1,0
389,2025-04-02,Italy,Organic Search,Desktop,Chrome,/,1715,14,1,0
390,2025-12-20,Spain,Organic Search,Mobile,Chrome,/pricing,568,6,1,0
391,2025-11-18,Netherlands,Email,Desktop,Edge,/home,270,7,1,1
392,2025-10-15,Mexico,Organic Search,Mobile,Opera,/contact,226,11,0,1
393,2025-08-03,South Africa,Social Media,Desktop,Firefox,/blog,1157,6,0,0
394,2025-12-08,India,Organic Search,Mobile,Edge,/contact,814,11,1,0
395,2025-02-20,Australia,Social Media,Mobile,Opera,/blog,1195,13,0,1
396,2025-06-02,UK,Referral,Mobile,Opera,/pricing,210,12,0,0
397,2025-07-05,Indonesia,Social Media,Mobile,Safari,/login,1487,6,0,0
398,2025-03-04,Indonesia,Referral,Mobile,Safari,/contact,411,2,0,0
399,2025-07-09,France,Referral,Mobile,Chrome,/blog,1495,5,1,0
400,2025-05-05,Indonesia,Social Media,Mobile,Chrome,/products,284,3,0,0
401,2025-05-30,UK,Paid Ads,Desktop,Firefox,/pricing,215,7,1,0
402,2025-11-10,Brazil,Direct,Mobile,Firefox,/blog,1073,4,0,0
403,2025-02-27,UK,Organic Search,Desktop,Firefox,/,1306,1,0,0
404,2025-12-08,Australia,Email,Mobile,Firefox,/blog,1733,12,0,0
405,2025-11-01,South Africa,Direct,Desktop,Opera,/contact,876,12,0,0
406,2025-06-29,Turkey,Organic Search,Mobile,Opera,/products,102,6,0,0
407,2025-06-19,Japan,Organic Search,Desktop,Chrome,/home,1075,6,0,0
408,2025-11-22,Indonesia,Referral,Mobile,Safari,/login,1498,7,0,0
409,2025-09-28,Japan,Organic Search,Mobile,Safari,/home,388,11,0,0
410,2025-02-23,Canada,Email,Mobile,Edge,/blog,1140,8,0,0
411,2025-04-11,Japan,Organic Search,Mobile,Opera,/home,1361,3,0,1
412,2025-09-21,Netherlands,Social Media,Desktop,Firefox,/blog,74,14,0,1
413,2025-02-22,Indonesia,Direct,Mobile,Firefox,/products,374,6,0,0
414,2025-03-01,Pakistan,Social Media,Mobile,Edge,/home,830,10,1,0
415,2025-04-18,UAE,Email,Desktop,Safari,/contact,1517,2,0,0
416,2025-01-05,UAE,Organic Search,Tablet,Firefox,/contact,1680,13,1,0
417,2025-04-13,USA,Email,Desktop,Safari,/,1057,14,1,0
418,2025-07-15,Germany,Referral,Desktop,Edge,/blog,549,9,0,0
419,2025-09-19,Germany,Social Media,Tablet,Safari,/home,1095,2,1,0
420,2025-12-31,Pakistan,Social Media,Desktop,Safari,/contact,500,3,0,0
421,2025-12-16,China,Paid Ads,Tablet,Safari,/about,1306,12,1,0
422,2025-02-16,Saudi Arabia,Organic Search,Tablet,Firefox,/products,238,13,1,0
423,2025-12-21,France,Referral,Desktop,Chrome,/login,1053,10,0,0
424,2025-11-07,Pakistan,Social Media,Mobile,Opera,/products,12,12,0,0
425,2025-11-04,Mexico,Social Media,Desktop,Safari,/about,1454,12,0,0
426,2025-05-24,Mexico,Referral,Mobile,Safari,/about,1763,2,0,0
427,2025-09-26,Germany,Email,Desktop,Safari,/,920,9,0,0
428,2025-05-04,India,Email,Desktop,Chrome,/products,316,1,0,1
429,2025-04-16,Pakistan,Organic Search,Mobile,Edge,/products,441,5,0,0
430,2025-06-07,South Africa,Paid Ads,Mobile,Firefox,/home,145,1,0,0
431,2025-05-27,France,Social Media,Tablet,Chrome,/blog,524,5,1,0
432,2025-05-25,Mexico,Paid Ads,Mobile,Safari,/pricing,202,8,1,0
433,2025-04-30,Canada,Email,Mobile,Chrome,/login,1618,8,0,0
434,2025-11-15,Pakistan,Email,Mobile,Chrome,/products,1448,11,0,0
435,2025-10-02,Netherlands,Direct,Mobile,Chrome,/login,882,8,0,0
436,2025-04-02,Pakistan,Organic Search,Desktop,Edge,/login,1151,2,0,0
437,2025-02-27,France,Direct,Mobile,Opera,/login,675,8,1,0
438,2025-12-12,France,Direct,Tablet,Firefox,/products,218,12,0,0
439,2025-08-17,UK,Direct,Desktop,Edge,/pricing,961,5,0,0
440,2025-04-27,India,Organic Search,Mobile,Edge,/products,1067,1,1,0
441,2025-11-14,Turkey,Organic Search,Mobile,Opera,/home,658,7,1,0
442,2025-10-06,Brazil,Referral,Tablet,Edge,/home,1351,13,0,0
443,2025-05-07,Pakistan,Paid Ads,Mobile,Chrome,/pricing,129,6,0,0
444,2025-05-09,France,Paid Ads,Desktop,Chrome,/contact,636,5,0,0
445,2025-02-27,USA,Referral,Desktop,Safari,/products,534,1,0,0
446,2025-05-02,Spain,Referral,Desktop,Edge,/contact,1614,14,1,0
447,2025-01-01,South Africa,Email,Mobile,Safari,/login,778,14,0,0
448,2025-08-27,Spain,Direct,Desktop,Firefox,/products,1122,1,0,0
449,2025-10-17,South Africa,Referral,Mobile,Chrome,/blog,521,6,1,1
450,2025-04-06,France,Social Media,Desktop,Firefox,/products,56,10,1,1
451,2025-05-06,Spain,Paid Ads,Desktop,Opera,/home,781,12,1,1
452,2025-04-28,Germany,Referral,Mobile,Chrome,/,749,7,0,0
453,2025-02-17,Saudi Arabia,Social Media,Mobile,Firefox,/about,1725,10,0,0
454,2025-03-30,Canada,Social Media,Desktop,Opera,/,531,10,0,0
455,2025-08-25,Saudi Arabia,Social Media,Mobile,Firefox,/,1317,1,0,0
456,2025-09-29,Australia,Email,Mobile,Opera,/,1410,9,0,0
457,2025-07-08,Mexico,Email,Desktop,Opera,/about,1671,4,0,0
458,2025-07-11,Germany,Social Media,Desktop,Chrome,/contact,143,5,0,0
459,2025-03-10,UK,Email,Mobile,Safari,/about,1700,2,1,0
460,2025-10-05,Mexico,Direct,Mobile,Opera,/contact,257,14,0,0
461,2025-12-15,UAE,Social Media,Desktop,Opera,/about,1685,12,1,0
462,2025-09-04,South Africa,Direct,Mobile,Chrome,/about,1351,10,0,0
463,2025-03-17,China,Direct,Tablet,Safari,/products,445,13,1,0
464,2025-06-03,Canada,Social Media,Mobile,Edge,/contact,1209,8,0,0
465,2025-05-24,Japan,Paid Ads,Mobile,Edge,/products,695,14,1,0
466,2025-03-27,Mexico,Social Media,Mobile,Safari,/blog,595,2,0,0
467,2025-07-04,India,Social Media,Tablet,Firefox,/products,360,3,0,0
468,2025-10-12,Brazil,Email,Mobile,Chrome,/,152,12,1,0
469,2025-08-08,Brazil,Social Media,Mobile,Safari,/pricing,976,9,0,0
470,2025-03-10,Spain,Paid Ads,Mobile,Edge,/pricing,813,2,0,0
471,2025-02-16,Saudi Arabia,Email,Mobile,Opera,/home,1431,14,1,1
472,2025-04-04,Japan,Organic Search,Desktop,Edge,/home,1657,6,1,0
473,2025-08-26,Saudi Arabia,Organic Search,Mobile,Opera,/login,727,12,0,0
474,2025-07-23,Japan,Direct,Mobile,Chrome,/products,652,4,0,0
475,2025-08-06,Japan,Direct,Mobile,Opera,/about,1402,7,0,0
476,2025-12-07,USA,Paid Ads,Mobile,Safari,/about,510,14,0,0
477,2025-02-08,UK,Referral,Mobile,Opera,/pricing,1655,14,1,0
478,2025-04-10,UAE,Organic Search,Desktop,Firefox,/,379,6,0,0
479,2025-10-16,USA,Direct,Mobile,Safari,/contact,1612,10,0,0
480,2025-09-11,Brazil,Organic Search,Mobile,Chrome,/,1415,14,1,0
481,2025-08-10,South Africa,Paid Ads,Desktop,Safari,/login,1119,9,0,0
482,2025-12-23,China,Paid Ads,Desktop,Firefox,/,796,14,0,0
483,2025-01-23,Australia,Referral,Tablet,Chrome,/products,748,9,0,0
484,2025-09-07,UK,Referral,Desktop,Edge,/products,1493,10,0,0
485,2025-01-10,China,Email,Desktop,Firefox,/blog,959,4,0,0
486,2025-09-03,China,Paid Ads,Tablet,Chrome,/login,1358,1,0,1
487,2025-11-21,Saudi Arabia,Direct,Mobile,Opera,/,531,2,0,0
488,2025-04-10,Turkey,Organic Search,Mobile,Safari,/about,498,8,0,1
489,2025-10-17,Saudi Arabia,Social Media,Mobile,Chrome,/about,406,14,0,0
490,2025-06-29,Spain,Referral,Desktop,Safari,/login,905,10,0,0
491,2025-08-11,Indonesia,Social Media,Mobile,Opera,/,364,8,0,0
492,2025-09-07,France,Direct,Mobile,Chrome,/products,956,14,0,0
493,2025-05-27,Italy,Referral,Mobile,Edge,/products,297,2,0,0
494,2025-04-06,USA,Social Media,Mobile,Firefox,/blog,1492,4,0,0
495,2025-09-14,France,Direct,Mobile,Chrome,/blog,1657,1,0,0
496,2025-11-21,China,Organic Search,Mobile,Opera,/home,1007,7,0,1
497,2025-01-04,Spain,Direct,Mobile,Chrome,/login,545,4,1,0
498,2025-01-16,China,Email,Mobile,Safari,/pricing,1324,11,0,0
499,2025-10-07,Australia,Referral,Mobile,Chrome,/,860,14,1,0
500,2025-12-02,USA,Paid Ads,Mobile,Edge,/login,847,8,1,0
501,2025-09-04,Spain,Organic Search,Mobile,Chrome,/about,177,9,0,0
502,2025-09-15,Indonesia,Social Media,Mobile,Firefox,/,959,12,0,0
503,2025-06-09,Canada,Referral,Mobile,Chrome,/blog,630,9,1,0
504,2025-12-06,Saudi Arabia,Paid Ads,Mobile,Safari,/blog,437,3,0,0
505,2025-06-01,France,Direct,Mobile,Chrome,/home,1735,5,1,0
506,2025-06-27,Mexico,Paid Ads,Tablet,Edge,/pricing,499,6,0,0
507,2025-06-12,China,Referral,Mobile,Opera,/home,364,6,0,0
508,2025-02-02,Netherlands,Referral,Mobile,Chrome,/about,205,10,0,0
509,2025-06-28,Germany,Email,Mobile,Chrome,/pricing,554,8,0,1
510,2025-04-11,Australia,Email,Tablet,Firefox,/contact,726,6,0,0
511,2025-09-25,Mexico,Paid Ads,Mobile,Edge,/,833,6,0,0
512,2025-11-19,Turkey,Direct,Mobile,Opera,/home,941,4,1,0
513,2025-03-06,Indonesia,Paid Ads,Mobile,Safari,/blog,1727,7,1,0
514,2025-06-17,Pakistan,Referral,Mobile,Chrome,/home,1012,14,0,0
515,2025-11-26,Indonesia,Referral,Desktop,Opera,/contact,668,14,1,0
516,2025-02-12,Indonesia,Social Media,Mobile,Safari,/home,948,8,1,0
517,2025-02-13,Australia,Email,Tablet,Edge,/,789,3,1,0
518,2025-10-12,France,Social Media,Mobile,Edge,/contact,20,7,0,0
519,2025-01-12,France,Organic Search,Mobile,Opera,/login,1615,3,1,0
520,2025-04-05,China,Referral,Tablet,Safari,/login,1289,8,0,0
521,2025-10-29,Brazil,Social Media,Mobile,Edge,/login,405,1,0,0
522,2025-09-10,India,Paid Ads,Mobile,Opera,/blog,740,1,1,1
523,2025-08-30,Turkey,Email,Mobile,Edge,/blog,418,14,0,0
524,2025-02-04,UAE,Email,Mobile,Edge,/login,371,6,0,0
525,2025-08-03,Saudi Arabia,Direct,Desktop,Edge,/login,1292,10,1,0
526,2025-12-03,China,Paid Ads,Mobile,Firefox,/login,1036,9,0,0
527,2025-03-31,China,Direct,Mobile,Safari,/products,93,12,1,0
528,2025-09-21,Japan,Social Media,Mobile,Opera,/login,165,14,1,0
529,2025-04-03,UK,Organic Search,Mobile,Opera,/contact,1696,4,0,0
530,2025-03-31,Turkey,Paid Ads,Mobile,Safari,/products,1209,6,0,0
531,2025-04-25,South Africa,Paid Ads,Desktop,Safari,/products,716,12,1,0
532,2025-04-15,Canada,Paid Ads,Mobile,Safari,/,481,5,0,0
533,2025-07-15,Saudi Arabia,Direct,Desktop,Safari,/home,628,12,1,0
534,2025-11-10,Germany,Social Media,Mobile,Chrome,/blog,1457,1,1,1
535,2025-04-24,Germany,Paid Ads,Mobile,Opera,/blog,143,6,0,0
536,2025-03-16,Netherlands,Paid Ads,Mobile,Chrome,/home,797,9,0,0
537,2025-08-05,Japan,Email,Mobile,Edge,/blog,916,12,1,0
538,2025-10-04,Japan,Organic Search,Desktop,Edge,/home,873,3,0,0
539,2025-09-06,South Africa,Email,Desktop,Opera,/contact,1413,11,0,0
540,2025-06-13,Brazil,Email,Mobile,Edge,/,676,3,1,1
541,2025-12-23,Germany,Organic Search,Desktop,Safari,/login,286,14,1,0
542,2025-07-11,Italy,Social Media,Mobile,Chrome,/,1269,2,0,0
543,2025-08-15,China,Email,Desktop,Safari,/about,1785,13,0,0
544,2025-06-26,UK,Social Media,Mobile,Edge,/,891,4,0,0
545,2025-04-09,Spain,Email,Mobile,Chrome,/home,22,10,1,0
546,2025-02-05,UAE,Referral,Desktop,Safari,/about,351,3,1,0
547,2025-04-06,UK,Organic Search,Mobile,Opera,/home,44,12,1,0
548,2025-06-01,Australia,Email,Desktop,Safari,/login,568,2,0,0
549,2025-05-31,Brazil,Referral,Desktop,Edge,/pricing,1247,1,1,0
550,2025-07-09,Turkey,Direct,Mobile,Chrome,/about,1445,3,1,0
551,2025-08-12,Saudi Arabia,Referral,Mobile,Opera,/login,414,10,0,0
552,2025-02-06,China,Paid Ads,Mobile,Chrome,/login,1527,6,0,0
553,2025-09-25,South Africa,Email,Desktop,Opera,/blog,667,9,1,0
554,2025-07-02,Japan,Referral,Mobile,Chrome,/blog,168,11,0,0
555,2025-01-13,China,Social Media,Desktop,Edge,/pricing,965,5,0,0
556,2025-10-06,Netherlands,Direct,Desktop,Opera,/pricing,1670,3,0,0
557,2025-08-05,South Africa,Email,Mobile,Firefox,/,1143,14,0,0
558,2025-12-21,Mexico,Paid Ads,Mobile,Chrome,/login,558,5,0,1
559,2025-12-27,Mexico,Referral,Desktop,Chrome,/pricing,1559,5,0,0
560,2025-10-13,Italy,Direct,Mobile,Safari,/home,994,5,1,0
561,2025-09-30,Indonesia,Email,Desktop,Opera,/login,1380,12,1,0
562,2025-03-03,Netherlands,Direct,Mobile,Firefox,/products,1777,12,1,0
563,2025-03-25,Saudi Arabia,Paid Ads,Desktop,Edge,/home,1669,7,0,0
564,2025-08-05,Canada,Referral,Desktop,Safari,/about,288,5,1,0
565,2025-12-08,Pakistan,Direct,Mobile,Firefox,/pricing,488,7,1,0
566,2025-07-06,Saudi Arabia,Direct,Mobile,Opera,/blog,120,9,0,1
567,2025-01-19,Italy,Organic Search,Mobile,Firefox,/home,1669,5,0,0
568,2025-06-26,Japan,Direct,Desktop,Chrome,/blog,440,2,0,0
569,2025-04-10,Turkey,Organic Search,Desktop,Chrome,/home,551,5,1,0
570,2025-08-21,South Africa,Referral,Mobile,Safari,/blog,1148,8,0,1
571,2025-03-17,Spain,Email,Desktop,Opera,/contact,1123,12,1,1
572,2025-09-22,China,Email,Mobile,Opera,/home,1245,4,0,0
573,2025-10-11,Netherlands,Referral,Desktop,Firefox,/about,1583,2,0,0
574,2025-07-25,China,Referral,Mobile,Safari,/blog,1628,10,1,0
575,2025-08-11,Netherlands,Social Media,Mobile,Opera,/products,1572,3,0,0
576,2025-02-21,Pakistan,Referral,Desktop,Chrome,/about,1762,9,0,0
577,2025-12-05,Italy,Direct,Mobile,Firefox,/,369,9,1,1
578,2025-05-24,Australia,Email,Mobile,Edge,/home,1519,8,1,0
579,2025-03-10,Australia,Paid Ads,Desktop,Chrome,/products,381,8,0,0
580,2025-04-09,Spain,Email,Tablet,Safari,/,1248,8,0,0
581,2025-01-25,South Africa,Organic Search,Mobile,Opera,/home,1766,8,0,0
582,2025-02-22,UK,Email,Desktop,Chrome,/products,1048,8,1,0
583,2025-05-31,Turkey,Social Media,Mobile,Edge,/products,964,1,0,0
584,2025-05-24,Mexico,Referral,Desktop,Edge,/about,268,6,0,0
585,2025-02-26,South Africa,Referral,Mobile,Safari,/contact,787,12,0,0
586,2025-02-08,Turkey,Email,Mobile,Chrome,/products,1496,9,1,0
587,2025-04-19,Indonesia,Paid Ads,Mobile,Firefox,/contact,129,8,1,0
588,2025-06-30,Italy,Paid Ads,Tablet,Chrome,/pricing,985,3,1,0
589,2025-02-11,Spain,Social Media,Mobile,Edge,/about,922,11,0,1
590,2025-07-05,Australia,Organic Search,Mobile,Safari,/login,1161,1,1,0
591,2025-08-11,France,Email,Desktop,Safari,/blog,732,2,0,0
592,2025-05-02,USA,Referral,Mobile,Firefox,/about,532,11,0,0
593,2025-05-13,Canada,Email,Desktop,Safari,/,1721,2,1,0
594,2025-06-12,Indonesia,Social Media,Mobile,Safari,/blog,1678,7,0,0
595,2025-08-03,Pakistan,Direct,Mobile,Safari,/blog,334,12,0,0
596,2025-08-09,Italy,Direct,Desktop,Safari,/login,1353,6,1,0
597,2025-08-23,Turkey,Social Media,Desktop,Safari,/contact,1539,11,0,1
598,2025-11-27,France,Referral,Mobile,Edge,/login,1559,2,0,0
599,2025-05-26,Turkey,Social Media,Mobile,Chrome,/login,1083,8,0,0
600,2025-08-27,China,Referral,Mobile,Opera,/blog,1617,9,0,0
601,2025-03-17,Brazil,Paid Ads,Mobile,Safari,/products,78,7,1,1
602,2025-01-09,UAE,Social Media,Mobile,Opera,/contact,400,4,0,0
603,2025-03-15,China,Referral,Mobile,Opera,/blog,392,13,1,0
604,2025-09-10,USA,Social Media,Desktop,Edge,/contact,25,13,0,0
605,2025-08-18,Italy,Social Media,Desktop,Safari,/pricing,1472,1,0,0
606,2025-01-07,France,Referral,Mobile,Opera,/contact,855,4,0,0
607,2025-06-23,Canada,Referral,Mobile,Safari,/home,878,4,1,0
608,2025-05-21,USA,Organic Search,Desktop,Firefox,/products,577,8,0,0
609,2025-06-17,Germany,Social Media,Mobile,Firefox,/,1650,4,1,0
610,2025-06-19,China,Direct,Desktop,Firefox,/home,141,4,0,0
611,2025-10-10,Canada,Social Media,Mobile,Opera,/home,1593,13,1,0
612,2025-05-02,Brazil,Social Media,Mobile,Firefox,/login,1281,2,1,0
613,2025-07-13,UK,Referral,Mobile,Edge,/login,282,12,1,0
614,2025-01-05,Australia,Social Media,Mobile,Edge,/home,1656,10,1,0
615,2025-01-29,Brazil,Email,Desktop,Opera,/blog,1382,7,0,0
616,2025-06-14,Netherlands,Social Media,Tablet,Safari,/contact,493,4,1,0
617,2025-12-05,Pakistan,Email,Mobile,Chrome,/contact,559,11,0,0
618,2025-05-16,UK,Direct,Mobile,Safari,/about,366,6,0,0
619,2025-12-31,Japan,Referral,Mobile,Safari,/blog,1785,3,0,1
620,2025-11-17,UAE,Social Media,Mobile,Safari,/products,1351,7,0,1
621,2025-12-08,Spain,Email,Mobile,Safari,/blog,1666,6,0,0
622,2025-05-25,Japan,Email,Mobile,Chrome,/blog,1081,3,0,0
623,2025-11-23,Mexico,Email,Desktop,Firefox,/blog,1043,4,0,0
624,2025-08-05,Germany,Paid Ads,Desktop,Safari,/products,242,10,0,0
625,2025-10-28,Brazil,Organic Search,Mobile,Edge,/about,45,14,0,0
626,2025-05-12,Italy,Direct,Desktop,Opera,/products,422,5,1,0
627,2025-10-19,Saudi Arabia,Social Media,Mobile,Opera,/pricing,1495,9,1,0
628,2025-03-11,Netherlands,Paid Ads,Desktop,Edge,/about,1037,14,1,1
629,2025-09-09,Netherlands,Social Media,Mobile,Safari,/pricing,53,6,0,0
630,2025-10-02,UK,Social Media,Mobile,Chrome,/pricing,577,13,0,0
631,2025-12-30,Mexico,Referral,Tablet,Firefox,/pricing,1587,4,1,0
632,2025-07-01,Australia,Referral,Mobile,Opera,/contact,1288,11,1,0
633,2025-06-16,UAE,Referral,Mobile,Firefox,/home,749,11,1,0
634,2025-04-01,Indonesia,Paid Ads,Mobile,Chrome,/home,123,7,0,0
635,2025-07-21,India,Social Media,Mobile,Opera,/pricing,1782,2,0,0
636,2025-12-12,Indonesia,Organic Search,Desktop,Firefox,/pricing,406,4,1,0
637,2025-01-19,France,Direct,Tablet,Chrome,/,1207,5,0,0
638,2025-02-08,Germany,Referral,Mobile,Firefox,/login,1288,4,0,0
639,2025-05-06,Turkey,Referral,Mobile,Safari,/home,475,4,1,0
640,2025-06-22,Germany,Social Media,Desktop,Chrome,/login,1310,11,1,1
641,2025-05-21,Mexico,Social Media,Desktop,Firefox,/login,1497,13,0,0
642,2025-08-30,Brazil,Paid Ads,Mobile,Safari,/,856,9,0,0
643,2025-08-08,Canada,Paid Ads,Mobile,Safari,/login,511,14,1,0
644,2025-05-06,France,Referral,Desktop,Chrome,/about,450,11,0,0
645,2025-02-27,India,Social Media,Desktop,Edge,/,78,13,1,0
646,2025-05-28,China,Organic Search,Mobile,Opera,/login,1542,2,1,1
647,2025-11-13,Pakistan,Direct,Mobile,Chrome,/login,335,6,1,0
648,2025-12-27,Brazil,Social Media,Desktop,Safari,/blog,1775,14,1,0
649,2025-01-01,India,Social Media,Mobile,Safari,/login,76,8,0,0
650,2025-12-14,Netherlands,Email,Desktop,Chrome,/contact,313,8,0,0
651,2025-07-09,Germany,Paid Ads,Mobile,Edge,/about,981,11,0,0
652,2025-07-10,Spain,Direct,Mobile,Opera,/products,493,7,0,0
653,2025-11-08,Mexico,Referral,Desktop,Firefox,/home,938,10,0,0
654,2025-04-27,Saudi Arabia,Social Media,Mobile,Chrome,/pricing,1581,11,0,0
655,2025-05-14,Pakistan,Referral,Mobile,Opera,/login,1450,4,1,1
656,2025-02-27,Germany,Social Media,Mobile,Opera,/about,1192,7,0,0
657,2025-02-13,Netherlands,Referral,Desktop,Safari,/pricing,158,13,0,0
658,2025-06-22,Canada,Direct,Desktop,Firefox,/products,1060,10,0,0
659,2025-06-09,France,Paid Ads,Desktop,Chrome,/about,996,6,0,0
660,2025-06-22,UAE,Direct,Mobile,Safari,/home,593,11,0,0
661,2025-11-13,Mexico,Email,Mobile,Safari,/about,257,6,0,0
662,2025-10-30,Germany,Organic Search,Mobile,Edge,/pricing,1134,2,0,0
663,2025-05-29,UK,Paid Ads,Mobile,Opera,/pricing,711,8,1,0
664,2025-03-21,South Africa,Direct,Tablet,Chrome,/blog,105,8,1,0
665,2025-08-01,Indonesia,Email,Mobile,Chrome,/login,1417,14,1,0
666,2025-07-22,Indonesia,Organic Search,Desktop,Chrome,/,291,11,0,0
667,2025-09-09,Saudi Arabia,Email,Desktop,Safari,/about,331,7,0,0
668,2025-08-17,Netherlands,Social Media,Mobile,Edge,/pricing,1429,11,0,0
669,2025-06-13,Indonesia,Social Media,Desktop,Firefox,/contact,1311,9,0,0
670,2025-08-15,Spain,Referral,Desktop,Safari,/home,538,8,0,0
671,2025-05-27,Italy,Paid Ads,Mobile,Firefox,/contact,272,14,0,0
672,2025-01-20,India,Social Media,Mobile,Edge,/products,1652,9,1,0
673,2025-02-16,Germany,Email,Desktop,Opera,/about,589,9,0,0
674,2025-08-21,Indonesia,Paid Ads,Mobile,Chrome,/blog,1673,6,0,0
675,2025-11-01,UAE,Social Media,Mobile,Firefox,/home,1326,2,0,0
676,2025-01-14,Spain,Referral,Mobile,Safari,/blog,303,12,0,0
677,2025-05-23,Germany,Direct,Desktop,Firefox,/,1641,7,1,0
678,2025-01-01,Saudi Arabia,Referral,Desktop,Opera,/pricing,404,3,0,0
679,2025-02-23,USA,Organic Search,Mobile,Chrome,/login,522,13,0,0
680,2025-09-16,South Africa,Social Media,Mobile,Firefox,/home,930,7,0,0
681,2025-05-24,Mexico,Organic Search,Mobile,Opera,/products,819,9,0,0
682,2025-01-12,Saudi Arabia,Organic Search,Mobile,Safari,/login,1213,10,0,0
683,2025-11-26,Turkey,Email,Desktop,Edge,/about,929,14,1,0
684,2025-08-12,Australia,Paid Ads,Desktop,Safari,/,702,10,1,0
685,2025-09-29,Spain,Email,Mobile,Chrome,/,244,2,1,0
686,2025-12-24,USA,Social Media,Desktop,Safari,/blog,961,14,0,0
687,2025-06-05,Saudi Arabia,Organic Search,Desktop,Safari,/,1370,13,0,0
688,2025-01-08,India,Direct,Mobile,Safari,/home,1041,6,0,0
689,2025-05-02,Germany,Organic Search,Desktop,Safari,/blog,1476,13,1,0
690,2025-12-14,Mexico,Direct,Desktop,Chrome,/login,548,6,1,0
691,2025-06-13,UAE,Email,Mobile,Opera,/,829,9,1,0
692,2025-03-31,Turkey,Email,Desktop,Firefox,/about,1691,13,0,0
693,2025-05-16,Turkey,Paid Ads,Desktop,Edge,/login,1124,9,0,0
694,2025-07-05,India,Organic Search,Mobile,Firefox,/products,281,13,0,0
695,2025-11-12,Turkey,Referral,Mobile,Firefox,/about,1038,5,0,0
696,2025-06-27,Netherlands,Email,Desktop,Edge,/contact,1627,14,0,0
697,2025-01-28,Australia,Email,Mobile,Chrome,/home,1252,5,0,1
698,2025-08-08,Pakistan,Paid Ads,Mobile,Edge,/products,1151,9,1,0
699,2025-12-23,Japan,Direct,Mobile,Chrome,/products,602,8,0,0
700,2025-02-10,UAE,Paid Ads,Mobile,Firefox,/blog,985,7,0,0
701,2025-08-16,France,Organic Search,Mobile,Chrome,/pricing,1615,8,0,0
702,2025-07-11,Mexico,Social Media,Mobile,Opera,/blog,124,6,0,0
703,2025-05-25,Brazil,Social Media,Desktop,Edge,/home,272,3,1,0
704,2025-07-20,South Africa,Direct,Desktop,Opera,/home,1339,7,0,1
705,2025-07-31,Canada,Email,Mobile,Firefox,/blog,1687,8,0,0
706,2025-08-08,Spain,Direct,Mobile,Edge,/pricing,1455,8,1,0
707,2025-08-28,Australia,Email,Desktop,Firefox,/about,216,1,0,0
